	R01-023	R01-024	R01-006	R01-153	R01-031	R01-032	R01-033	R01-034	R01-035	R01-037	R01-005	R01-147	R01-051	R01-043	R01-028	R01-052	R01-056	R01-057	R01-059	R01-060	R01-061	R01-062	R01-063	R01-066	R01-067	R01-068	R01-072	R01-080	R01-081	R01-154	R01-083	R01-084	R01-048	R01-077	R01-078	R01-003	R01-007	R01-012	R01-013	R01-015	R01-016	R01-017	R01-018	R01-021	R01-022	R01-026	R01-004	R01-014	R01-027	R01-029	R01-038	R01-039	R01-040	R01-041	R01-042	R01-046	R01-156	R01-049	R01-160	R01-054	R01-055	R01-064	R01-065	R01-069	R01-071	R01-073	R01-076	R01-148	R01-149	R01-079	R01-150	R01-089	R01-157	R01-158	R01-151	R01-152	R01-091	R01-159	R01-093	R01-094	R01-096	R01-097	R01-098	R01-099	R01-100	R01-101	R01-102	R01-103	R01-104	R01-105	R01-106	R01-107	R01-108	R01-109	R01-110	R01-111	R01-112	R01-113	R01-114	R01-115	R01-116	R01-117	R01-118	R01-119	R01-120	R01-121	R01-122	R01-123	R01-124	R01-125	R01-126	R01-127	R01-128	R01-129	R01-130	R01-131	R01-132	R01-133	R01-134	R01-135	R01-136	R01-137	R01-138	R01-139	R01-140	R01-141	R01-142	R01-144	R01-145	R01-146
1/2-SBSRNA4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZEB2-AS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZER1	4.30038	4.384259	5.47706	4.1299	5.189167	2.99187	3.49491	6.894758	2.15522	3.28149	2.31067	2.94207	2.787351	8.84024	3.558425	2.580029	7.21737	6.04812	3.65357	4.805058	12.54508	5.19181	3.65398	15.863434	5.38634	6.43024	6.43431	7.985041	5.86972	3.06858	1.66233	4.3604	5.259137	2.836607	15.893656	5.476125	6.04917	4.308872	3.14904	3.5431	6.561122	5.52173	11.03638	10.49014	6.691797	11.089439	4.08985	4.63699	2.22162	3.495144	9.099898	4.26268	16.4763	3.282896	3.36579	8.77858	8.19331	6.833691	7.753532	4.368869	3.613608	1.94575	4.822891	1.926454	4.07376	2.9913	12.09046	3.96881	15.690894	2.21139	5.513583	5.265605	8.14664	5.71957	11.56652	9.945684	11.875085	11.989624	2.994258	6.558816	4.84614	9.326535	3.186061	3.92697	7.726996	10.560998	9.567501	6.86084	11.43837	3.07262	11.056836	8.33717	8.240375	3.8292	13.469219	7.491535	4.01584	10.601461	3.952158	3.7784	9.82406	8.678503	10.618417	6.314801	1.60768	6.816784	9.187355	10.22342	11.73496	3.81185	3.9169	20.362106	9.32609	10.723106	5.37302	4.75859	11.555624	4.66135	3.91489	6.479336	5.71855	3.56038	8.41985	10.019401	5.82507	9.445011	5.026721	10.089873	6.392978	8.97936
ZFAND1	10.166207	13.91912	10.983882	9.46664	11.880382	19.477924	8.856506	19.706615	10.0792	13.834563	6.663102	15.139096	6.865182	8.3293	5.97063	1.30809	9.0433	10.48184	7.34832	44.947939	8.95359	7.18966	20.04865	10.396893	11.715076	24.663532	20.7372	18.159282	18.19241	10.089638	6.75555	17.372304	21.903774	7.315374	10.151822	12.766393	12.08176	13.032466	11.576863	5.0593	18.473072	4.10314	11.226536	12.49856	7.999773	5.58685	11.099315	19.555237	4.455978	11.316467	8.33963	8.564234	7.45681	8.672004	10.188948	8.03635	14.9351	13.76097	9.051387	19.021172	4.44864	6.88899	22.00606	2.28424	20.150875	15.137216	23.39763	6.077394	11.145108	2.293658	12.141996	8.52254	13.66332	10.9227	3.479397	25.00978	21.309733	10.731091	2.27262	3.15186	1.35135	10.079746	8.219727	11.945695	11.00285	8.92554	12.686616	7.97897	17.90138	4.890491	13.75989	16.95286	4.686094	8.540965	14.93895	17.957553	19.20659	11.96123	12.00729	9.070069	11.72977	40.34209	16.366198	20.0876	4.93422	6.57472	11.113834	13.284385	19.57841	8.98743	17.13879	15.31203	12.35263	9.05345	12.598872	12.754394	15.49173	4.96614	24.68333	10.36536	15.154357	7.13932	11.32174	9.15023	9.689356	14.63267	7.366782	15.62047	9.390325	13.97991
ZFAND2A	2.08445	3.17535	2.03811	7.311	6.92329	2.28485	1.33896	3.29939	25.008121	NA	2.74363	2.9575	3.01148	6.81056	2.25591	NA	9.24343	3.20232	5.34495	2.48077	8.66168	7.76638	12.9361	2.08825	8.14295	11.1732	10.6089	3.30605	4.36861	3.43618	1.92044	2.30549	4.38689	5.2133	3.97009	4.29019	6.46599	4.39354	1.93667	1.41229	2.58033	1.84689	2.83672	5.68937	2.0883	4.14376	3.01553	2.47498	11.18782	3.94335	2.841201	NA	2.25391	2.65033	3.43418	5.421219	5.2532	5.09966	2.47689	0.799877	1.44618	1.9294	NA	1.59069	3.286	6.25374	2.65234	11.89936	2.28447	1.78637	NA	0.866472	101.1625	11.1537	2.16959	2.14662	6.41137	1.76941	0.649275	3.01256	NA	3.29746	4.62975	7.49358	5.98392	3.80064	2.83093	32.12041	3.60321	5.27398	3.65308	5.94664	3.83552	5.49332	2.48986	5.07855	3.92684	6.0692	6.87093	3.98114	3.28297	5.67414	4.51017	4.60583	5.41885	4.72037	4.01721	2.12226	7.79924	4.19062	2.28414	4.63762	2.47817	2.89745	3.179793	NA	5.98647	NA	7.34763	3.7904	3.51216	7.78005	2.55409	5.69659	4.00539	3.09971	NA	2.36654	5.43563	5.34668
ZFAND2B	2.53333	2.71135	4.55924	7.31617	NA	2.43631	4.52419	4.39878	2.28473	3.48614	1.38756	4.39199	1.36232	8.96393	3.11079	0.997573	10.0897	6.55215	5.46469	1.67048	4.23545	4.17858	3.68478	3.986963	4.48751	13.4538	13.2362	6.57967	4.76496	3.49889	1.89975	NA	2.31974	NA	3.07726	NA	3.95627	3.24509	2.50022	1.57426	7.11382	2.350876	7.62557	2.95098	2.6251	3.68076	3.42759	3.19458	2.94949	2.92967	3.70145	2.44538	2.49314	NA	2.80092	3.486638	3.82416	NA	4.58548	2.36009	1.54878	2.19406	3.02967	1.30368	14.5169	3.258	4.23921	3.09836	2.73544	1.31105	3.67967	2.30083	4.27432	3.14117	2.52482	NA	8.04715	2.41941	1.29878	3.38126	2.6848	NA	2.72394	4.48701	7.12424	4.88156	3.35908	10.06	4.22842	5.38846	2.12548	7.704131	3.24653	NA	4.68586	4.63089	NA	2.95526	4.10675	7.85941	3.36454	9.89729	2.9011	3.14966	4.21172	8.16699	2.56624	8.21165	NA	12.1658	6.3725	5.34848	5.12452	4.141472	2.66378	2.35697	7.65519	2.22049	5.7608	3.38057	2.9489	5.39704	4.14868	4.32417	7.46475	5.36725	6.83445	4.99091	6.20653	6.99074
ZFAND3	170.421054	297.07597	99.14939	192.521905	195.464742	154.542098	279.15324	107.98357	130.510583	133.555488	373.187662	94.88445	341.758862	10.7007	145.776444	5.173132	7.60353	144.141727	139.31936	203.654897	69.57165	152.51869	301.79757	139.383086	111.16285	34.83471	36.11031	294.113787	306.67522	204.985985	184.67272	281.647421	198.628992	275.497884	183.968508	148.71925	152.381468	127.30403	157.090896	142.582126	457.543127	378.169258	162.506095	357.001578	169.292103	497.890717	113.675658	191.05349	68.354565	245.059712	50.640956	220.582426	220.248453	235.096826	154.526188	47.51486	269.082054	59.534083	226.820137	222.234113	182.632337	205.271052	272.32092	149.670762	91.005469	120.348312	119.526277	228.546695	361.186524	176.828813	89.074932	236.932903	137.030824	15.551766	309.98744	306.510636	257.75572	185.358692	56.772448	130.187196	15.072128	57.743319	233.112733	275.49948	38.58745	237.391813	195.197113	103.67103	248.800522	278.830671	125.427815	173.18304	72.5116	172.320967	258.035707	57.825955	215.710854	324.711313	111.021398	162.631357	206.7936	193.157239	183.803486	319.996713	90.173179	291.11648	301.622093	68.70438	179.016166	378.65828	230.716573	296.96775	306.30218	223.238436	135.544022	308.443719	187.69437	129.78357	160.628699	245.290477	287.713661	282.333398	522.077372	258.457565	69.53474	249.218782	328.66624	265.86384	250.130343	290.52933
ZFAND4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.588924	4.88629	2.475496	6.266467	8.927453	5.76878	6.993809	3.55203	3.132398	5.197533	3.783563	9.03961	18.117697	7.08971	4.344135	9.109422	9.407178	10.194531	9.938528	3.618739	8.071117	NA	1.32949	6.113799	9.544447	10.736296	8.339214	12.759346	5.461327	7.310525	4.255797	5.005596	10.886702	10.830123	6.215496	1.7792	6.164157	4.953405	8.294952	3.487683	10.700101	7.290155	4.326657	11.646411	5.473257	8.62925	8.228098	3.62848
ZFAND5	29.15292	37.377366	57.03067	50.33448	26.168182	50.08377	54.731949	87.34887	62.71761	32.25445	11.29348	62.40325	14.80356	65.0139	52.927457	5.177759	55.986794	70.2404	59.092909	65.282161	32.75309	47.09315	52.13488	17.644907	109.8924	52.35867	45.63852	37.22298	85.30659	50.40472	44.40812	34.18289	23.1845	87.016065	24.721485	47.048061	108.891732	75.763037	35.24706	28.68498	30.069543	66.412851	17.04156	58.31707	40.468143	26.180306	56.048874	93.070041	56.46561	37.38573	43.29659	27.60158	11.266698	13.2923	28.39532	52.296	98.92908	28.180609	25.48242	17.37118	44.87652	36.124814	35.68319	8.49578	45.145347	16.372442	90.30091	54.69695	10.16469	13.765306	30.0554	32.34377	30.0155	101.0971	35.25527	108.14898	31.26422	16.1877	6.73279	34.802077	22.246801	34.92458	48.86449	58.26469	3.39318	39.3834	31.01958	54.75876	61.34167	182.65834	29.5791	51.26018	17.365818	46.003384	18.37277	46.35744	18.3457	60.93249	55.093894	53.426542	41.07472	38.44902	33.500324	52.03199	26.63864	27.59705	30.139316	53.882253	87.45035	24.902792	77.56872	73.81612	99.812543	29.03716	21.241701	22.7439	55.187437	28.4601	40.335831	42.98587	56.68396	59.67656	37.9381	83.34141	80.3399	27.50022	34.08553	56.89772	31.9991	32.192864
ZFAND6	76.06977	97.48786	100.793427	56.24868	81.083466	91.01481	32.287061	41.94676	88.42803	75.67285	37.678944	143.9841	64.586468	40.6855	70.307738	3.791802	34.8506	103.901431	39.52033	123.354899	37.89322	96.5228	67.37494	44.56647	55.394959	39.8278	37.8513	98.64846	112.95804	71.64102	133.218599	50.654123	77.30605	77.6927	172.16429	83.39086	58.24411	48.97162	194.04572	79.8198	56.93223	98.552857	39.213481	202.51212	39.791317	149.86462	84.058045	71.9104	85.15652	69.59545	61.043074	35.43865	111.532644	78.386771	29.67756	16.4932	74.641654	30.98617	52.8222	59.866881	38.924762	62.552331	83.17969	42.089347	47.91049	75.17617	85.8603	58.379193	50.008725	65.255123	27.397406	66.9168	71.130466	29.97997	103.812765	95.95546	90.72669	55.857029	4.080617	78.121424	6.34998	9.19586	99.63142	46.39826	18.5265	62.14463	72.8481	82.20672	79.5917	103.25041	79.97985	33.007178	23.00463	86.229214	73.726286	72.87998	40.85215	21.595565	32.93255	73.14918	101.17686	45.32425	59.024091	36.15915	16.7701	52.87722	100.914348	116.45859	116.32462	163.76863	74.819399	126.375276	92.48654	78.63655	85.43132	114.04211	44.91799	51.60341	24.25193	57.317999	78.16803	98.22	85.81367	63.92623	195.00983	104.855383	115.15118	119.05116	68.76343	58.22864
ZFAT	1.58907	3.91171	2.170236	4.480384	2.20049	1.86478	8.411942	3.36674	0.848309	4.7632	4.85688	5.708209	1.00556	4.94627	5.207453	NA	1.88712	7.77827	2.793905	2.736272	2.31051	4.802442	7.755585	3.630632	1.82935	2.58412	2.43123	4.883822	3.011328	1.43147	3.186239	3.784288	19.883055	5.768196	23.451276	2.69596	11.715094	2.24671	4.354923	6.057375	4.096584	5.96877	7.623175	3.265722	7.45573	7.293895	10.614876	2.979997	9.239002	5.74471	7.006614	2.386612	7.11665	5.643369	3.58369	1.86427	10.828396	7.579454	2.453282	30.785717	1.39749	3.62675	20.436878	3.816781	2.88874	7.008764	2.727653	1.72423	15.728998	4.49523	3.329699	5.815113	3.77983	2.979658	22.136179	14.072787	7.635642	26.553679	0.794668	6.592674	3.122342	3.985505	5.530353	7.888101	5.131389	3.3339	11.444377	2.602555	1.91592	4.463725	3.25765	3.12599	9.1711	5.038889	33.558153	6.224588	9.829133	6.080555	6.223016	6.586867	10.378219	14.420983	5.870738	6.48111	3.13153	3.84486	15.385807	4.90505	3.7039	15.690977	1.52501	5.937021	7.700723	11.930486	3.11916	4.40724	3.75659	0.871577	6.90434	5.669849	11.168952	4.40734	10.57033	8.693869	5.26339	7.31885	7.151956	5.394905	7.594653	2.38772
ZFAT-AS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.855138	0.612546	NA	NA	0.401056	NA	NA	NA	NA	NA	2.205025	NA	NA	0.501852	NA	NA	1.143759	NA	0.515538	NA	0.44687	NA	NA	NA	0.663153	0.799649	NA	2.474	NA	NA	NA	NA	NA	NA	0.541418	0.334305	0.625874	NA	0.514572	0.358906	NA	NA	1.382243	1.095731	0.467158	0.89122	NA	0.931654	NA	0.44714	0.579033	0.649831	NA	NA	0.622259	0.488778	NA	NA	0.637556	NA	NA	0.845375	1.21497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.810028	0.704684	NA	NA	NA	NA	NA	NA	1.058711	0.509798	0.830184	NA	NA	NA	NA	NA	NA	NA
ZFC3H1	35.30513	22.32878	21.102547	20.640082	33.989234	20.797655	18.176387	27.908823	25.47634	15.252169	14.60847	21.171096	38.016058	5.17699	11.390028	3.35004	4.54791	33.114214	10.426367	47.35048	14.23072	36.10831	15.98796	11.264076	11.653198	26.893505	12.86261	17.218082	14.049484	18.62453	15.4691	23.83147	18.45517	55.67992	87.15465	15.156191	49.591348	53.75228	31.18975	29.71176	30.102231	23.223267	49.79067	44.85053	18.57289	23.910758	40.83135	42.815923	22.908108	13.521331	26.557122	17.814874	17.61845	23.01837	11.625203	7.973839	29.331122	39.026884	34.85395	31.28726	24.958401	30.062494	35.85002	22.391763	16.22184	16.119372	18.34165	21.78158	20.35272	15.038573	23.790383	51.72673	25.53157	13.656066	33.736743	19.78622	26.961096	30.39577	10.29607	22.781457	12.17927	18.157291	201.1137	10.206547	10.97553	36.62934	20.76469	29.02667	38.035525	8.816958	20.261762	16.221777	14.638448	23.063749	38.309948	7.7928	29.76628	34.5421	47.334277	10.0786	40.27183	18.95064	24.929764	36.60294	5.08522	24.442139	14.26575	22.623464	18.11327	38.25081	71.78577	23.93491	12.49403	39.83793	18.29922	33.13036	56.237247	25.25847	19.45186	13.84459	31.262465	25.48862	12.05629	14.43737	43.030792	30.76678	15.564753	14.41209	21.1307	70.4394
ZFHX2	2.54984	NA	2.729401	1.376522	NA	NA	NA	NA	NA	0.494031	NA	NA	NA	NA	NA	2.887982	0.971478	NA	NA	0.492131	3.849378	NA	3.523398	1.786471	NA	NA	NA	NA	NA	NA	0.527539	4.452987	2.975178	NA	0.46561	2.408313	3.560697	1.353303	1.0597	NA	NA	3.043278	NA	4.496552	NA	NA	2.06501	NA	NA	NA	0.50586	NA	NA	1.678007	NA	NA	NA	NA	NA	7.210955	NA	NA	9.452072	NA	3.873678	NA	1.766481	0.330196	12.219913	2.53061	NA	0.678795	0.514518	NA	5.711468	NA	NA	NA	NA	NA	NA	2.422919	1.153553	2.216933	NA	NA	3.171188	NA	0.369474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.592999	NA	NA	5.073441	NA	NA	NA	NA	2.081278	NA	NA	NA	NA	NA	2.386138	NA	NA	0.673115	NA	NA	0.896798	NA	NA	NA
ZFHX3	47.364201	23.535412	26.150898	24.385415	29.422909	13.321499	75.953382	29.544045	32.853168	37.884233	18.90885	58.999453	29.915363	1.88432	32.328403	8.264232	5.424667	19.02623	29.447812	75.87581	26.009779	12.678739	31.247562	37.921187	18.317175	6.683622	7.3436	49.582069	20.443522	41.225131	9.232061	25.483051	69.468228	67.996727	45.313346	20.20315	18.288965	14.736044	40.450729	13.435975	8.003654	66.417873	61.518492	61.699921	42.084774	75.935147	8.643194	51.870884	52.645377	54.140963	66.63857	34.144326	45.825563	47.068878	6.67175	8.541604	102.837512	54.352295	68.432771	41.909526	55.84635	28.100198	54.583405	28.951357	48.810425	19.515916	50.646886	39.142752	36.540375	82.50543	38.662097	95.319122	68.946334	26.356581	79.636357	112.576217	51.832474	52.96375	9570010.98	48.438911	12.813638	84.675719	54.283039	52.722409	31.48415	45.885662	63.656669	16.678675	52.154472	52.055593	25.544056	10.164088	21.523671	33.733736	53.543436	56.610406	74.208532	70.017603	15.468744	41.580289	84.623368	48.99374	72.356685	20.601174	11.204369	15.355837	63.643089	72.572728	33.693528	56.914638	43.075729	64.48917	87.068011	33.258912	43.284606	68.167914	54.68641	26.837325	28.203741	45.266599	92.879842	40.117163	11.546601	50.266458	9.91441	22.782366	90.613941	104.208943	38.127603	34.880859
ZFHX4	NA	NA	NA	NA	7.085417	NA	NA	NA	NA	2.106491	NA	NA	NA	4.190008	NA	NA	NA	NA	NA	1.55224	17.457574	NA	NA	NA	NA	NA	NA	5.406938	0.366188	NA	NA	10.24758	3.460621	NA	NA	NA	NA	2.21362	NA	0.602478	NA	NA	NA	NA	NA	6.115716	NA	NA	NA	2.23207	2.495237	0.592651	9.549668	NA	NA	0.517068	1.792921	NA	NA	6.191066	0.987045	NA	7.817288	NA	NA	NA	NA	NA	4.850332	NA	NA	9.409342	NA	NA	NA	NA	1.775156	NA	2.629502	NA	NA	NA	9.272803	1.891277	0.597217	17.91934	1.886115	NA	2.550487	NA	3.07843	NA	NA	NA	0.611136	NA	9.757854	NA	NA	NA	1.762276	NA	4.938234	22.754949	NA	NA	2.019525	0.586386	NA	32.628827	NA	0.613936	NA	NA	0.798516	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.221382	NA	NA	NA	1.69271	NA
ZFP1	0.748662	0.926797	3.311361	2.27058	1.20383	0.772089	1.597558	4.02661	NA	1.52821	1.245776	1.71537	0.508251	1.64931	0.796382	NA	2.11826	1.83144	2.76671	1.08585	2.57351	1.53079	2.68205	1.897662	1.55873	2.30628	4.75523	1.52669	2.682	2.69321	1.471168	1.08681	3.145838	1.72757	2.073422	2.77632	2.75091	1.39318	5.36472	2.97981	3.11142	2.01143	2.079307	2.27036	0.586007	2.47908	2.34152	3.41799	1.32321	1.14882	1.58724	2.88202	1.85925	1.2574	1.93597	1.91781	2.06366	1.79406	2.776668	2.3739	0.847737	0.927895	1.34237	1.376246	2.93023	1.00715	1.0197	1.76081	1.26823	1.92199	1.50285	2.94988	2.45105	1.99004	1.523062	1.228922	1.39351	0.960034	NA	2.719585	NA	2.078018	2.32199	4.499037	1.35137	2.0263	3.33952	1.26037	3.11613	2.46601	1.05606	2.72615	2.08131	1.390362	1.002852	1.579848	2.20169	2.210956	2.66472	1.774128	2.04802	3.39087	1.99404	3.120304	2.30488	2.222919	1.68593	1.62428	1.099747	1.520073	2.74748	1.608336	1.56608	1.425554	1.43475	2.34619	2.90717	2.3801	2.768191	1.620837	1.74949	1.05714	1.74813	1.650804	2.51385	2.50244	4.07557	3.62162	1.52117	1.96316
ZFP106	17.9093	4.515722	7.02993	9.00737	4.68418	8.632077	3.60872	8.74329	5.10928	8.30531	6.281442	6.27054	2.6774	11.1127	4.86448	4.980399	8.15976	10.22888	7.89825	12.73766	7.18191	7.88015	7.58813	7.745417	13.8479	9.23409	9.08523	21.55782	12.08178	13.9221	5.89276	5.88401	5.97354	5.03525	4.84237	17.75588	9.86051	7.73771	6.91794	4.2643	6.73894	7.10571	5.06609	5.30929	9.304959	11.53886	6.51179	17.91696	9.892824	3.0828	8.69378	4.22434	4.16328	3.91251	3.43121	7.44935	5.85603	7.51514	4.06269	4.10949	17.48576	9.252696	5.76547	9.83315	9.96088	4.51017	12.01168	14.65638	3.397421	2.96297	5.62056	4.16501	6.24175	7.15634	7.497712	4.36442	7.64439	10.978668	3.037933	9.136738	5.04605	10.2491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFP112	1.612119	1.828482	NA	0.450257	3.964783	0.462517	NA	2.024259	NA	2.376296	NA	0.4012	NA	0.937701	1.116041	NA	1.49057	1.497508	0.467637	0.789653	1.2154	1.758089	NA	1.26537	0.704533	0.660464	2.356006	1.267033	1.956699	1.961769	NA	1.201811	1.940076	0.954507	1.248754	1.155118	2.365047	1.04331	2.213762	NA	0.510132	2.255757	NA	2.12848	1.49182	3.031164	3.009875	1.012645	1.28478	0.785187	2.151501	NA	0.632724	1.681329	1.16976	3.31259	NA	2.845157	2.25071	2.706827	1.376496	NA	2.395194	0.647706	3.702051	1.975513	2.573164	0.684713	1.842884	NA	0.657507	2.565789	NA	1.04045	0.709722	0.46969	6.796203	NA	NA	NA	NA	3.518529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFP14	7.070185	1.335923	2.972835	1.47958	2.719996	1.561754	1.322162	2.556135	2.39096	4.13979	NA	4.297785	7.491488	1.40728	1.77803	0.615993	2.35694	2.60669	2.20932	7.018448	0.639423	1.19767	3.799751	9.49295	1.43458	4.28875	3.80072	1.49774	6.113326	3.458045	6.702086	0.760836	9.762196	6.407256	12.946151	3.78479	3.15681	5.4608	4.9203	3.519231	7.551044	6.815179	19.571451	5.053555	3.118582	6.979096	4.433533	4.200567	2.926054	4.180092	10.286146	2.7718	21.078656	2.351286	2.307585	2.86545	1.37929	2.874948	2.856863	5.450371	5.512138	0.464492	8.733295	2.785921	1.967708	2.346503	8.837378	4.28664	12.186889	0.54899	1.503278	1.778437	3.876139	1.55813	8.235471	6.680887	11.524121	5.014151	0.6529	4.707965	NA	4.947959	3.308408	2.251475	1.73244	10.818888	10.432147	2.830293	6.310528	1.319357	2.63328	19.263575	5.0554	4.574335	9.139053	1.413043	17.124374	3.257056	9.378828	4.642935	14.906006	2.653929	1.97126	7.369413	3.496341	3.80344	5.146026	9.254271	11.861718	6.138231	5.896865	6.40969	3.334016	3.881948	2.045767	10.049732	2.040174	3.11361	3.3295	8.357877	4.5645	1.747296	8.584526	6.083851	4.922091	18.910006	2.23904	3.86582	2.90505	4.93902
ZFP161	1.46209	1.58443	2.342329	5.387567	4.719357	1.4487	1.18464	2.47488	1.1499	3.10845	1.2467	3.05122	2.061582	6.53109	1.46463	NA	4.22913	2.47364	1.89046	4.0898	4.92612	3.02525	2.904713	1.58071	3.00969	3.26318	2.8544	3.09718	1.8871	2.10656	1.54147	2.01946	4.28779	2.14832	1.90263	2.66713	4.21981	2.69392	1.67289	3.73823	2.10408	2.00688	1.23359	2.19112	2.90129	1.87402	2.85796	1.86468	2.9929	2.03224	2.26561	1.23044	2.16505	1.89431	2.17205	3.875918	3.04916	2.47134	1.15338	1.48847	2.69031	1.993642	2.24412	1.00825	3.16798	1.67587	1.79141	2.00141	1.836348	2.32855	1.81808	1.58586	1.11816	2.27668	2.66141	2.025798	4.49039	2.08762	0.824492	1.44039	1.10639	2.066559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFP2	NA	NA	NA	NA	NA	NA	NA	0.640558	NA	1.031783	NA	NA	NA	NA	NA	NA	0.565638	0.589473	NA	1.0732	NA	NA	NA	NA	0.429269	0.363899	NA	1.230999	1.25973	NA	NA	NA	1.84371	NA	NA	NA	NA	NA	0.882772	NA	NA	1.20346	NA	NA	0.985012	0.725384	NA	1.25909	NA	NA	NA	NA	NA	0.470784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.852744	NA	0.833846	NA	NA	0.543777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.710285	0.761457	NA	NA	1.315443	0.43949	1.272411	NA	NA	1.41598	1.19219	NA	1.093403	NA	NA	NA	NA	NA	1.591567	0.709935	0.703149	NA	NA	NA	0.454996	0.63033	NA	NA	NA	0.74253	NA	NA	NA	NA	0.757083	NA	NA	NA	3.980211	NA	NA	NA	NA	NA	NA	NA	0.55641	NA
ZFP28	2.312069	1.820064	NA	3.318667	1.41167	1.584371	2.938696	NA	0.510383	2.189326	NA	1.98055	1.544172	0.878458	0.844303	NA	2.632527	3.438409	1.13331	2.11019	3.59835	2.63654	2.555009	3.155018	2.990898	0.516921	1.161087	1.47884	4.89175	2.381523	0.731845	2.584987	2.417257	0.652983	2.722488	2.94961	3.464617	2.953685	3.247882	1.614946	2.83598	2.413106	1.16751	0.893386	0.417766	5.937295	0.817154	2.40629	2.167981	3.824095	1.927977	2.318619	4.078685	1.622207	1.85606	NA	2.574055	1.510236	4.529209	3.403355	3.624886	1.40761	5.045051	1.962749	NA	1.523379	1.74802	2.180837	2.713829	NA	NA	2.476329	0.552149	2.65315	2.099559	0.829943	0.918551	2.164094	NA	2.085144	NA	1.753785	3.771077	3.426851	2.296617	3.006098	7.688968	3.650591	4.284888	2.637186	0.689769	3.441084	9.732052	NA	3.18128	2.4607	2.1872	2.202369	2.270119	1.999407	3.277514	2.106542	2.242457	7.050236	1.484835	0.713174	3.253985	4.113141	3.422132	NA	3.131333	2.882846	4.056762	4.549043	1.741392	2.17839	5.826454	2.10817	4.53936	3.1553	2.008475	0.919857	3.043283	3.484059	7.765955	2.852874	1.406444	5.935578	1.2192	NA
